identifiers covisible0 covisible1 R_errs t_errs t_errs2 Bef.Prec Bef.Num Aft.Prec Aft.Num
livingroom1#00000.jpg#00033.jpg 0.8240413665771484 0.8240413665771484 0.7829620338644931 0.9734629983631837 0.009437385391230575 0.9513242662848962 1329 1.0 510
livingroom1#00000.jpg#00049.jpg 0.749158501625061 0.749158501625061 0.34993247897444235 0.5787897793413038 0.0068748257187737 0.9668874172185431 1022 1.0 411
livingroom1#00000.jpg#00361.jpg 0.5209554433822632 0.5209554433822632 71.07149804693995 59.153458427320444 2.4824004185057342 0.6291390728476821 95 0.9629629629629629 26
livingroom1#00000.jpg#00417.jpg 0.5105159282684326 0.5105159282684326 72.77356613259232 56.93732232149519 2.9161800076823425 0.5057471264367817 44 1.0 15
livingroom1#00000.jpg#01409.jpg 0.3617366552352905 0.3617366552352905 162.54014424877377 10.153894005645395 0.6653208914341187 0.0 0 0.0 0
livingroom1#00008.jpg#00089.jpg 0.7103173732757568 0.7103173732757568 1.4702176715827384 3.1979289082311615 0.028629689366766888 0.9795918367346939 1440 1.0 613
livingroom1#00008.jpg#00105.jpg 0.725989580154419 0.725989580154419 1.1309755916809365 2.4623598431609537 0.024458090175327855 0.9639368895567243 1283 1.0 570
livingroom1#00008.jpg#00153.jpg 0.9499626159667969 0.9499626159667969 1.2124166262420173 1.5536771860683418 0.03131493428410064 0.9340885684860968 907 1.0 333
livingroom1#00008.jpg#00233.jpg 0.7734163999557495 0.7734163999557495 0.8761470876540409 0.7707592212977125 0.015332627779925452 0.9416342412451362 726 1.0 306
livingroom1#00008.jpg#02841.jpg 0.5644987225532532 0.5644987225532532 6.9603281488737485 3.352526998726336 0.1797449559656458 0.49056603773584906 52 0.8888888888888888 16
livingroom1#00016.jpg#00177.jpg 0.9955778121948242 0.9955778121948242 0.33629071702219926 0.6635213509818128 0.012582644775145289 0.9333333333333333 784 1.0 263
livingroom1#00016.jpg#00217.jpg 0.9911572337150574 0.9911572337150574 0.43711427232927563 0.44450336465427304 0.007643709842129691 0.9562109025915997 1070 1.0 418
livingroom1#00016.jpg#00289.jpg 0.3771028518676758 0.3771028518676758 9.340190350762004 4.777710377827995 0.17391792481169757 0.8075601374570447 235 1.0 90
livingroom1#00016.jpg#00425.jpg 0.5336328148841858 0.5336328148841858 25.00860886846978 5.465207584382844 0.2775003287692705 0.48333333333333334 58 0.9545454545454546 21
livingroom1#00016.jpg#01433.jpg 0.05006510764360428 0.05006510764360428 92.55076402187433 41.94686307051598 2.303138729747533 0.0 0 0.0 0
livingroom1#00016.jpg#02073.jpg 0.2172802835702896 0.2172802835702896 7.908082678622403 4.779065295875128 0.2005795121876593 0.7252747252747253 66 1.0 31
livingroom1#00024.jpg#00105.jpg 0.7759065628051758 0.7759065628051758 0.24997025234473116 0.6694064417208194 0.004285490010517058 0.9929824561403509 1981 1.0 783
livingroom1#00024.jpg#00121.jpg 0.9019759297370911 0.9019759297370911 0.27606322999679295 0.8588987446152417 0.009295194465774523 0.9801980198019802 1584 1.0 670
livingroom1#00024.jpg#00169.jpg 0.9511393308639526 0.9511393308639526 0.2640280731865107 0.3571568079839888 0.007129084506199272 0.9501625135427952 877 1.0 332
livingroom1#00024.jpg#00353.jpg 0.6576155424118042 0.6576155424118042 2.43980547473808 1.4670346463116126 0.05841392415767658 0.8203125 210 1.0 63
livingroom1#00024.jpg#00425.jpg 0.5756868720054626 0.5756868720054626 9.558332194422949 8.944702673543308 0.4567476742448801 0.5241379310344828 76 0.3076923076923077 8
livingroom1#00024.jpg#02033.jpg 0.25345051288604736 0.25345051288604736 6.904409731531013 3.6156901286567042 0.15106143171025543 0.8144329896907216 79 1.0 31
livingroom1#00024.jpg#02177.jpg 0.4011523425579071 0.4011523425579071 4.9320733294550845 3.6282608800480984 0.13075870982884086 0.8905109489051095 244 1.0 88
livingroom1#00024.jpg#02825.jpg 0.5241276025772095 0.5241276025772095 10.584387475531104 1.03404168317858 0.056590232351277706 0.7163120567375887 101 1.0 38
livingroom1#00032.jpg#00057.jpg 0.87161785364151 0.87161785364151 0.6284518667936547 3.2194449176602244 0.021851725234850697 0.9893122676579925 2129 1.0 886
livingroom1#00032.jpg#00129.jpg 0.9396810531616211 0.9396810531616211 0.7183361294891809 0.5442923039656674 0.007870230986044273 0.9820224719101124 1311 1.0 560
livingroom1#00032.jpg#00137.jpg 0.9373160600662231 0.9373160600662231 0.5869842411069629 0.6282064043329154 0.010535121638466965 0.9723127035830619 1194 1.0 446
livingroom1#00032.jpg#00153.jpg 0.8964046239852905 0.8964046239852905 0.3771472485281829 0.3503489079167788 0.007042683144567974 0.9485887096774194 941 1.0 378
livingroom1#00032.jpg#00329.jpg 0.7289713621139526 0.7289713621139526 64.01039693361703 73.75963849379968 2.7576812357295113 0.8728323699421965 302 1.0 49
livingroom1#00040.jpg#00081.jpg 0.880846381187439 0.880846381187439 0.0988117443147323 1.064050827594644 0.0032523281389382707 0.9972270363951473 2877 1.0 1537
livingroom1#00040.jpg#00153.jpg 0.8542627096176147 0.8542627096176147 0.7565727452950153 0.6195686646083003 0.013801669908961985 0.963718820861678 850 1.0 333
livingroom1#00040.jpg#00217.jpg 0.9371061325073242 0.9371061325073242 0.9766214879794695 0.559830449525574 0.0119478936630014 0.9604449938195303 777 1.0 276
livingroom1#00040.jpg#00257.jpg 0.8224495649337769 0.8224495649337769 0.6729637761381245 0.30475776637995083 0.008421719697059451 0.969060773480663 877 1.0 365
livingroom1#00040.jpg#00289.jpg 0.5386247038841248 0.5386247038841248 2.4784568463836423 1.675775953931501 0.06721301331358656 0.8393194706994329 444 1.0 183
livingroom1#00040.jpg#02033.jpg 0.21383625268936157 0.21383625268936157 1.730972795266506 1.3651140186937314 0.06217585444895776 0.78 39 1.0 18
livingroom1#00040.jpg#02185.jpg 0.4067724943161011 0.4067724943161011 4.916854519745533 2.763118265396534 0.10978584937817293 0.8763250883392226 248 1.0 82
livingroom1#00040.jpg#02809.jpg 0.49095702171325684 0.49095702171325684 85.57107929210324 53.41251272394466 3.1480414448606537 0.5087719298245614 58 0.9285714285714286 13
livingroom1#00040.jpg#02833.jpg 0.5482422113418579 0.5482422113418579 4.8993558337473555 0.9070388778204393 0.052629203072262064 0.7934782608695652 146 1.0 57
livingroom1#00048.jpg#00121.jpg 0.8891732096672058 0.8891732096672058 1.431708409394786 2.5162233138481507 0.040107240331259605 0.9795918367346939 1152 1.0 414
livingroom1#00048.jpg#00249.jpg 0.8458740711212158 0.8458740711212158 0.3440807735143214 0.4085068832027525 0.011284861518691788 0.9529276693455798 830 1.0 335
livingroom1#00048.jpg#02033.jpg 0.20454101264476776 0.20454101264476776 16.19293644323475 5.282835769244562 0.2526924999461746 0.7567567567567568 28 1.0 17
livingroom1#00048.jpg#02161.jpg 0.13417643308639526 0.13417643308639526 41.93939352971104 37.51259359791643 1.5345654760820113 0.5227272727272727 23 1.0 19
livingroom1#00048.jpg#02457.jpg 0.014384766109287739 0.014384766109287739 166.35881789287558 58.45243672385215 1.0247762981981652 0.2923076923076923 19 0.75 6
livingroom1#00056.jpg#00121.jpg 0.85407555103302 0.85407555103302 0.4483924970369849 0.9054960927408932 0.01552138568648738 0.9793637145313844 1139 1.0 491
livingroom1#00056.jpg#00209.jpg 0.7959945201873779 0.7959945201873779 1.8662784692678003 1.588899361327944 0.039506542129636384 0.9140767824497258 500 1.0 184
livingroom1#00056.jpg#00225.jpg 0.83625328540802 0.83625328540802 0.7075518676558639 0.5145315873423053 0.012505023528225748 0.9619921363040629 734 1.0 302
livingroom1#00056.jpg#00249.jpg 0.8221403360366821 0.8221403360366821 1.666221404396616 1.2512862192330045 0.03609849485060814 0.9561510353227771 785 1.0 317
livingroom1#00056.jpg#00337.jpg 0.7405225038528442 0.7405225038528442 1.61240335734106 1.2112272892603038 0.05530696927547855 0.9122807017543859 416 1.0 187
livingroom1#00056.jpg#00353.jpg 0.6325048804283142 0.6325048804283142 2.1033297205501076 1.43961282046639 0.06703216212067692 0.9058171745152355 327 1.0 136
livingroom1#00056.jpg#00361.jpg 0.5976871848106384 0.5976871848106384 2.983680349312975 1.9554542607653875 0.09388594703179248 0.8844984802431611 291 1.0 130
livingroom1#00056.jpg#02097.jpg 0.6350358128547668 0.6350358128547668 1.8357901217458794 0.3962867067872631 0.019615669655824744 0.8924205378973105 365 1.0 142
livingroom1#00056.jpg#02449.jpg 0.04847005009651184 0.04847005009651184 31.9187482937039 71.61556838448946 1.4611620549686213 0.38571428571428573 27 0.6666666666666666 12
livingroom1#00064.jpg#00497.jpg 0.00012369791511446238 0.00012369791511446238 21.478402522662037 26.487406503779837 1.538017607052115 0.009345794392523364 1 0.0 0
livingroom1#00064.jpg#01993.jpg 0.5063021183013916 0.5063021183013916 93.96064053884338 24.182451768992053 1.235837007468904 0.3058823529411765 26 0.0 0
livingroom1#00064.jpg#02793.jpg 0.4137207269668579 0.4137207269668579 102.96798273521702 25.272635346788405 7.504697772489073 0.12244897959183673 6 0.16666666666666666 1
livingroom1#00072.jpg#00089.jpg 0.9675114154815674 0.9675114154815674 0.43062425461332254 3.6867464155920104 0.015738747843602907 0.9953604568165596 2789 1.0 1249
livingroom1#00072.jpg#00113.jpg 0.8835026025772095 0.8835026025772095 0.9308727121564814 0.4351824826436307 0.005472862038529732 0.981445937300064 1534 1.0 614
livingroom1#00072.jpg#00425.jpg 0.6766422986984253 0.6766422986984253 9.224673685357898 5.490268283163656 0.31461557968071135 0.6268115942028986 173 0.7831325301204819 65
livingroom1#00072.jpg#01993.jpg 0.47923341393470764 0.47923341393470764 133.72130943624617 37.49856574220866 1.873276477461158 0.3488372093023256 30 0.38461538461538464 5
livingroom1#00072.jpg#02009.jpg 0.5903857350349426 0.5903857350349426 2.8504162446944212 0.2208380684242339 0.010806841863200673 0.7569060773480663 137 1.0 40
livingroom1#00072.jpg#02441.jpg 0.028305664658546448 0.028305664658546448 167.20504261611373 41.21348964878238 0.9513601116916446 0.24 12 0.0 0
livingroom1#00080.jpg#00153.jpg 0.7853255271911621 0.7853255271911621 0.44628519398864874 0.4664773317356529 0.010369095603546548 0.9609292502639916 910 1.0 372
livingroom1#00080.jpg#00169.jpg 0.7601318359375 0.7601318359375 1.165326784501506 0.7589032073205164 0.0177372997034651 0.962059620596206 710 1.0 278
livingroom1#00080.jpg#00177.jpg 0.7468782663345337 0.7468782663345337 1.3241439347682116 1.5882094690635409 0.03661941548409343 0.9405405405405406 522 1.0 190
livingroom1#00080.jpg#02497.jpg 0.023300781846046448 0.023300781846046448 59.42633472581411 40.5510498282481 0.33597342992437124 0.03614457831325301 3 0.043478260869565216 1
livingroom1#00088.jpg#00225.jpg 0.8732259273529053 0.8732259273529053 0.6892325828927348 0.5057684602647972 0.009506725221320265 0.9733676975945017 1133 1.0 484
livingroom1#00088.jpg#02217.jpg 0.02163086086511612 0.02163086086511612 139.33358108557223 39.157868209233925 1.543208885301462 0.037037037037037035 1 0.0 0
livingroom1#00088.jpg#02801.jpg 0.4310546815395355 0.4310546815395355 96.94787559157614 31.686199350906207 6.813240763542382 0.23809523809523808 15 0.13333333333333333 2
livingroom1#00096.jpg#00097.jpg 0.9922021627426147 0.9922021627426147 inf inf inf 1.0 4046 0.0 0
livingroom1#00096.jpg#00241.jpg 0.8438493013381958 0.8438493013381958 1.2245692584079917 1.5650094809328947 0.029221222232504493 0.9833080424886191 1296 1.0 536
livingroom1#00096.jpg#00273.jpg 0.6854378581047058 0.6854378581047058 0.8625858356392074 0.8581100799942165 0.02546633235097449 0.9448198198198198 839 1.0 332
livingroom1#00096.jpg#00313.jpg 0.7153466939926147 0.7153466939926147 0.5168571862913184 0.23672787760619132 0.008793483385506139 0.9182156133828996 494 1.0 202
livingroom1#00096.jpg#02201.jpg 0.21497559547424316 0.21497559547424316 33.5463666273894 28.652566329246643 1.0916367939185168 0.8224852071005917 139 1.0 53
livingroom1#00104.jpg#00313.jpg 0.6704085469245911 0.6704085469245911 2.51738754273526 1.1760392056054536 0.04035835857893315 0.9131274131274131 473 1.0 165
livingroom1#00112.jpg#00265.jpg 0.7110595703125 0.7110595703125 0.5618711241150742 0.8363140515666101 0.01741647966622626 0.9583333333333334 1081 1.0 436
livingroom1#00112.jpg#02777.jpg 0.19062338769435883 0.19062338769435883 61.19100467874501 75.15067924706571 5.151792542146748 0.03571428571428571 2 0.0 0
livingroom1#00112.jpg#02849.jpg 0.48916831612586975 0.48916831612586975 2.8488425675926776 2.0230086587603497 0.10377792671602903 0.6086956521739131 70 1.0 32
livingroom1#00120.jpg#00241.jpg 0.8529183268547058 0.8529183268547058 0.8083473344644824 2.4469030820175273 0.025011414800405096 0.9820749592612711 1808 1.0 788
livingroom1#00120.jpg#00249.jpg 0.8165055513381958 0.8165055513381958 0.3128272333101965 0.8026253382129803 0.010123364509754063 0.9704641350210971 1610 1.0 657
livingroom1#00128.jpg#00433.jpg 0.4925423264503479 0.4925423264503479 4.593154132075298 1.9547220689334888 0.07745109504523137 0.7080745341614907 114 1.0 34
livingroom1#00128.jpg#02033.jpg 0.2748112082481384 0.2748112082481384 2.630847082126516 2.4849732228642845 0.09556272792361016 0.7878787878787878 130 1.0 60
livingroom1#00128.jpg#02801.jpg 0.3984326422214508 0.3984326422214508 30.903826928433045 19.28534139822242 0.9630292363161902 0.5245901639344263 32 1.0 14
livingroom1#00128.jpg#02825.jpg 0.44447755813598633 0.44447755813598633 6.920610605636653 4.644118078439617 0.22520891268430324 0.6513761467889908 71 0.9629629629629629 26
livingroom1#00136.jpg#00137.jpg 0.9914274215698242 0.9914274215698242 inf inf inf 0.9997272231314784 3665 0.0 0
livingroom1#00136.jpg#00193.jpg 0.8027783632278442 0.8027783632278442 0.7634344361433367 0.6773395758561744 0.010793284146078474 0.8684627575277337 548 1.0 206
livingroom1#00136.jpg#00425.jpg 0.4889208972454071 0.4889208972454071 2.7216372459951925 1.5781331262663763 0.05887489024596571 0.6714285714285714 141 0.9782608695652174 45
livingroom1#00136.jpg#02105.jpg 0.6311523914337158 0.6311523914337158 0.31752871815653577 0.16896377644561025 0.006222042190152879 0.8509615384615384 354 1.0 129
livingroom1#00144.jpg#00153.jpg 0.9729688167572021 0.9729688167572021 0.18865863849145695 1.6554799807078802 0.002905462441245138 0.9885057471264368 3268 1.0 2262
livingroom1#00144.jpg#00241.jpg 0.7288020849227905 0.7288020849227905 0.4902342406386812 3.3137389487310487 0.013504835160462532 0.9944598337950139 2154 1.0 1009
livingroom1#00144.jpg#00321.jpg 0.6271875500679016 0.6271875500679016 0.9905375912107931 1.2094732598779923 0.02610162034189821 0.9122257053291536 582 1.0 219
livingroom1#00144.jpg#02113.jpg 0.5649316906929016 0.5649316906929016 4.042790744425882 3.974203880564201 0.14003213907824846 0.8813131313131313 349 1.0 144
livingroom1#00144.jpg#02201.jpg 0.18904298543930054 0.18904298543930054 1.6191944063888863 1.8728776522693025 0.05847487672032658 0.8791208791208791 160 1.0 71
livingroom1#00144.jpg#02865.jpg 0.5128320455551147 0.5128320455551147 1.4770514765431724 0.6766406904969186 0.0315279154116994 0.7164948453608248 139 1.0 47
livingroom1#00152.jpg#00433.jpg 0.4284082055091858 0.4284082055091858 2.1000992773965934 2.3092073052805775 0.07785205905302649 0.7935222672064778 196 0.9873417721518988 78
livingroom1#00152.jpg#00441.jpg 0.3246972858905792 0.3246972858905792 10.177350803585691 8.77999290611272 0.29496720992310277 0.7078651685393258 126 0.9583333333333334 46
livingroom1#00152.jpg#00449.jpg 0.21718424558639526 0.21718424558639526 6.775799428166485 4.764192106410502 0.16033905946112412 0.6568627450980392 67 1.0 27
livingroom1#00152.jpg#00465.jpg 0.054707031697034836 0.054707031697034836 21.576540584167986 21.423704329317466 0.7192769180338014 0.08955223880597014 6 0.0 0
livingroom1#00152.jpg#02097.jpg 0.6352881193161011 0.6352881193161011 3.0249198861377127 2.838529087379478 0.10478895178384175 0.8340807174887892 372 1.0 131
livingroom1#00152.jpg#02769.jpg 0.16576823592185974 0.16576823592185974 5.931012634923824 7.226697410758058 0.3385911277167443 0.6875 66 1.0 34
livingroom1#00160.jpg#00409.jpg 0.46088707447052 0.46088707447052 1.131993471815808 0.880517517206538 0.029061827188705622 0.814935064935065 251 1.0 89
