identifiers covisible0 covisible1 R_errs t_errs t_errs2 Bef.Prec Bef.Num Aft.Prec Aft.Num
2011_09_30_drive_0018_sync#000005.png#000006.png 0.6204135417938232 0.6204135417938232 0.044713193223148956 0.7374851434728782 0.007392509362315894 1.0 5000 1.0 3932
2011_09_30_drive_0018_sync#000009.png#000010.png 0.618248701095581 0.618248701095581 0.01925790517499876 0.9039269073064539 0.009489548802326787 1.0 5000 1.0 4142
2011_09_30_drive_0018_sync#000009.png#000030.png 0.406544029712677 0.406544029712677 0.047143950398540385 0.9706872946822551 0.26844807419309863 0.8882 4441 0.9297251345990366 3281
2011_09_30_drive_0018_sync#000009.png#000062.png 0.3597041368484497 0.3597041368484497 0.8421231936195794 2.3998028120490456 2.0597224605668227 0.9328 4664 1.0 1954
2011_09_30_drive_0018_sync#000009.png#002274.png 0.5423691272735596 0.5423691272735596 50.43609418107116 83.99114458384825 46.47603903920641 0.1184 592 0.24246395806028834 185
2011_09_30_drive_0018_sync#000009.png#002282.png 0.5542182922363281 0.5542182922363281 3.6136461781449185 1.0558458770161736 0.5072635955131588 0.7828 3914 0.75 1968
2011_09_30_drive_0018_sync#000009.png#002446.png 0.31921982765197754 0.31921982765197754 0.1551614321582087 0.9388827462204122 0.4750588266306595 0.9304 4652 0.9996683250414594 3014
2011_09_30_drive_0018_sync#000013.png#002310.png 0.3662911653518677 0.3662911653518677 0.6327920674227597 1.5017959910441958 0.2884576548233717 0.2456 1228 0.23229532898041186 925
2011_09_30_drive_0018_sync#000017.png#002262.png 0.12334112077951431 0.12334112077951431 176.12670459948717 74.84600847695961 57.04019312041015 0.0144 72 0.023762376237623763 12
2011_09_30_drive_0018_sync#000021.png#000022.png 0.6823089122772217 0.6823089122772217 0.08022475561299258 2.093283322759756 0.028823066092001755 1.0 5000 1.0 4649
2011_09_30_drive_0018_sync#000021.png#002470.png 0.3302367627620697 0.3302367627620697 0.15284609822563053 0.9582521813400993 0.8037082414043067 0.8082 4041 1.0 1960
2011_09_30_drive_0018_sync#000025.png#000074.png 0.31354326009750366 0.31354326009750366 0.5450086104237238 2.0187157515008374 1.7864789689268654 0.9434 4717 0.9922888187872415 2831
2011_09_30_drive_0018_sync#000029.png#000134.png 0.058440983295440674 0.058440983295440674 174.21553603674164 5.603384117047568 178.8043903570768 0.0502 251 0.014354066985645933 12
2011_09_30_drive_0018_sync#000033.png#002282.png 0.5030035972595215 0.5030035972595215 147.80531451468693 84.79367533334081 43.31069154792779 0.0458 229 0.02681992337164751 14
2011_09_30_drive_0018_sync#000033.png#002290.png 0.5026068091392517 0.5026068091392517 103.01560996628697 3.346643515247842 1.5613897364018394 0.0552 276 0.10091743119266056 33
