identifiers covisible0 covisible1 R_errs t_errs t_errs2 Bef.Prec Bef.Num Aft.Prec Aft.Num
20190127_154841#image_0#image_39 0.8541161417961121 0.8541161417961121 44.825642446048015 73.06325184167844 32.778697364794326 0.4582 2291 0.0 0
20190127_154841#image_0#image_47 0.6507972478866577 0.6507972478866577 2.656458635530835 1.294815962166429 0.7683742093385105 0.9244 4622 0.9953379953379954 2989
20190127_154841#image_0#image_55 0.7218625545501709 0.7218625545501709 3.179859823452151 0.8296130077503747 0.5375965408669069 0.5796 2898 0.9976235741444867 2099
20190127_154841#image_0#image_58 0.6974980235099792 0.6974980235099792 7.164610139956822 1.8883247934383298 1.2273369340270646 0.7658 3829 1.0 2789
20190127_154841#image_0#image_69 0.6132485270500183 0.6132485270500183 3.703165722423558 50.671552777128824 60.529382346718414 0.9522 4761 1.0 4617
20190127_154841#image_0#image_71 0.6122978925704956 0.6122978925704956 0.8972058977615017 31.247284788678474 17.727486064233155 0.9794 4897 1.0 4726
20190127_154841#image_0#image_77 0.6109662652015686 0.6109662652015686 1.637318386463563 25.137328294866155 13.809778819030791 0.999 4995 1.0 4936
20190127_154841#image_1#image_24 0.8507557511329651 0.8507557511329651 0.6019439243574096 0.23526162721566785 0.05506639355380465 0.9848 4924 1.0 3703
20190127_154841#image_1#image_36 0.8878754377365112 0.8878754377365112 0.9685234311700341 0.3704357168915975 0.1656640798487754 0.7918 3959 1.0 2585
20190127_154841#image_1#image_45 0.6241012215614319 0.6241012215614319 3.287879962168058 1.1797715487475575 0.664673384029322 0.8968 4484 1.0 2831
20190127_154841#image_1#image_52 0.7145035266876221 0.7145035266876221 1.3490221550871961 1.4395678815567698 0.9062805298809804 0.8288 4144 0.9933051444679352 2819
20190127_154841#image_1#image_53 0.7177512049674988 0.7177512049674988 5.7215053061913075 2.4788277092345576 1.5761181006463008 0.816 4080 0.9820578542658367 2682
20190127_154841#image_1#image_6 0.9504439830780029 0.9504439830780029 0.0828268236593334 0.2925858504534737 0.007015284501316158 1.0 5000 1.0 3977
20190127_154841#image_1#image_69 0.6106641292572021 0.6106641292572021 8.450974473776565 46.775157353218134 61.10473757748046 0.9644 4822 1.0 4613
20190127_154841#image_10#image_41 0.7638931274414062 0.7638931274414062 3.1871733990244264 1.2662451791031235 0.5751668827234839 0.7674 3837 0.9972122660294703 2504
20190127_154841#image_10#image_60 0.7451857328414917 0.7451857328414917 1.68414740703126 0.26655383912663916 0.1594013674773144 0.282 1410 0.8576104746317512 524
20190127_154841#image_10#image_68 0.6507377624511719 0.6507377624511719 0.9931259832591223 15.067748069171179 8.214113877964273 0.6178 3089 0.0056134723336006415 7
20190127_154841#image_11#image_16 0.8714891672134399 0.8714891672134399 0.22467990270181448 0.25157584699082275 0.010328575835107134 1.0 5000 1.0 4283
